right_eye_right_corner_x,right_eye_right_corner_y,right_eye_center_x,right_eye_center_y,right_eye_left_corner_x,right_eye_left_corner_y,left_eye_right_corner_x,left_eye_right_corner_y,left_eye_center_x,left_eye_center_y,left_eye_left_corner_x,left_eye_left_corner_y,filename
160,297,254,242,350,259,612,236,718,212,807,268,2022-09-28 14_34_21.083034-39870.jpg
157,294,254,248,339,254,618,233,719,212,799,268,2022-09-28 14_34_21.089558-39871.jpg
154,295,254,240,336,258,624,237,712,217,808,266,2022-09-28 14_34_21.095777-39872.jpg
161,301,254,240,340,259,625,241,711,224,804,270,2022-09-28 14_34_21.101795-39873.jpg
158,297,260,239,336,259,616,244,719,219,805,274,2022-09-28 14_34_21.109135-39874.jpg
163,297,256,240,338,251,628,235,721,216,817,260,2022-09-28 14_34_21.114483-39875.jpg
163,299,263,240,342,266,607,235,714,219,811,271,2022-09-28 14_34_21.120635-39876.jpg
156,298,258,246,350,264,622,234,716,218,807,269,2022-09-28 14_34_21.127336-39877.jpg
157,297,258,245,339,260,614,242,720,213,813,277,2022-09-28 14_34_21.133058-39878.jpg
163,297,260,246,345,260,611,236,720,216,809,266,2022-09-28 14_34_21.139534-39879.jpg
162,300,265,236,353,268,601,238,718,213,822,267,2022-09-28 14_34_21.146055-39880.jpg
153,296,256,250,352,261,619,246,714,211,807,269,2022-09-28 14_34_21.151990-39881.jpg
153,301,262,248,351,266,609,236,712,215,816,276,2022-09-28 14_34_21.158591-39882.jpg
158,300,254,238,354,267,611,243,712,222,808,274,2022-09-28 14_34_21.164233-39883.jpg
163,296,253,250,340,258,610,237,716,221,802,263,2022-09-28 14_34_21.170827-39884.jpg
160,300,252,248,352,256,612,234,711,216,806,273,2022-09-28 14_34_21.177547-39885.jpg
164,295,252,250,351,258,618,246,717,217,807,267,2022-09-28 14_34_21.183477-39886.jpg
150,306,256,246,334,265,606,250,711,222,806,269,2022-09-28 14_34_21.189470-39887.jpg
161,300,259,236,354,261,612,248,716,229,811,273,2022-09-28 14_34_21.195779-39888.jpg
158,297,251,244,343,261,608,240,714,214,812,267,2022-09-28 14_34_21.201686-39889.jpg
153,302,253,247,353,265,604,245,712,216,811,268,2022-09-28 14_34_21.208717-39890.jpg
153,305,248,245,343,264,605,250,721,213,804,268,2022-09-28 14_34_21.214439-39891.jpg
156,302,253,252,336,264,618,252,715,225,810,281,2022-09-28 14_34_21.220488-39892.jpg
158,297,257,237,359,266,599,254,718,226,807,274,2022-09-28 14_34_21.227404-39893.jpg
161,303,268,244,350,272,615,247,721,223,812,277,2022-09-28 14_34_21.233099-39894.jpg
158,300,256,243,350,262,620,241,718,218,809,274,2022-09-28 14_34_21.239600-39895.jpg
149,303,258,239,340,265,628,242,723,225,817,288,2022-09-28 14_34_21.246372-39896.jpg
150,309,255,246,361,268,607,250,718,224,815,277,2022-09-28 14_34_21.251857-39897.jpg
158,293,253,247,348,271,618,251,725,221,817,274,2022-09-28 14_34_21.258675-39898.jpg
154,305,264,244,341,268,620,244,734,227,819,273,2022-09-28 14_34_21.264294-39899.jpg
149,313,242,273,341,268,599,243,719,239,801,275,2022-09-28 14_34_21.270581-39900.jpg
148,312,238,273,348,259,597,242,710,251,806,282,2022-09-28 14_34_21.277597-39901.jpg
151,309,241,279,343,262,601,243,706,250,798,274,2022-09-28 14_34_21.283288-39902.jpg
146,312,234,279,354,259,595,243,714,246,797,274,2022-09-28 14_34_21.289570-39903.jpg
164,307,249,280,335,257,601,234,709,251,798,281,2022-09-28 14_34_21.296243-39904.jpg
155,309,245,282,340,262,601,245,721,248,801,276,2022-09-28 14_34_21.301899-39905.jpg
169,311,251,288,333,260,614,247,709,252,795,279,2022-09-28 14_34_21.309209-39906.jpg
150,310,241,284,328,270,617,242,728,249,801,278,2022-09-28 14_34_21.314412-39907.jpg
149,308,238,280,335,265,606,242,715,254,805,278,2022-09-28 14_34_21.320454-39908.jpg
143,309,232,286,333,267,614,245,720,243,799,279,2022-09-28 14_34_21.327428-39909.jpg
157,307,249,273,346,267,604,246,729,244,798,269,2022-09-28 14_34_21.333051-39910.jpg
151,304,228,275,326,265,603,235,727,245,804,272,2022-09-28 14_34_21.339515-39911.jpg
152,302,232,278,327,260,595,241,713,241,805,283,2022-09-28 14_34_21.345552-39912.jpg
153,307,226,268,336,265,607,242,715,239,803,276,2022-09-28 14_34_21.351932-39913.jpg
143,309,224,269,333,262,605,246,731,238,800,274,2022-09-28 14_34_21.358385-39914.jpg
149,306,231,263,335,265,609,233,714,233,802,277,2022-09-28 14_34_21.364444-39915.jpg
151,307,232,264,312,262,626,240,724,239,800,271,2022-09-28 14_34_21.370660-39916.jpg
150,307,222,264,324,265,600,240,720,234,800,268,2022-09-28 14_34_21.377799-39917.jpg
161,291,229,260,318,262,609,236,730,236,804,271,2022-09-28 14_34_21.383259-39918.jpg
149,305,246,255,309,255,598,237,713,223,804,267,2022-09-28 14_34_21.389452-39919.jpg
153,304,256,258,320,267,598,245,710,227,798,271,2022-09-28 14_34_21.396027-39920.jpg
147,299,255,245,322,258,598,232,709,229,805,269,2022-09-28 14_34_21.402196-39921.jpg
148,313,258,247,329,258,626,241,728,223,808,282,2022-09-28 14_34_21.409083-39922.jpg
156,306,255,250,332,261,596,239,727,226,799,266,2022-09-28 14_34_21.414291-39923.jpg
150,313,249,250,327,274,595,250,715,227,808,275,2022-09-28 14_34_21.420632-39924.jpg
149,299,249,242,335,262,615,240,720,229,809,288,2022-09-28 14_34_21.427534-39925.jpg
143,298,249,239,333,270,604,249,720,230,803,271,2022-09-28 14_34_21.433062-39926.jpg
149,300,251,239,335,268,605,236,710,229,805,273,2022-09-28 14_34_21.439450-39927.jpg
150,302,251,241,333,267,601,244,707,214,808,265,2022-09-28 14_34_21.445867-39928.jpg
156,304,248,243,329,256,612,239,715,226,803,272,2022-09-28 14_34_21.452095-39929.jpg
153,301,251,249,326,261,614,245,703,224,799,269,2022-09-28 14_34_21.458760-39930.jpg
154,302,251,250,333,266,605,243,704,228,806,279,2022-09-28 14_34_21.464378-39931.jpg
154,301,254,251,333,266,590,249,703,228,798,267,2022-09-28 14_34_21.470781-39932.jpg
155,301,252,244,335,270,603,250,714,220,800,265,2022-09-28 14_34_21.477412-39933.jpg
161,292,259,247,337,267,605,250,709,224,806,275,2022-09-28 14_34_21.483037-39934.jpg
154,294,258,244,336,261,613,246,720,216,801,267,2022-09-28 14_34_21.489519-39935.jpg
155,295,249,251,336,266,618,246,721,211,809,261,2022-09-28 14_34_21.495864-39936.jpg
157,295,261,247,340,261,609,246,718,221,819,271,2022-09-28 14_34_21.501997-39937.jpg
156,297,240,248,335,270,606,243,715,227,805,268,2022-09-28 14_34_21.508902-39938.jpg
150,292,253,246,337,264,626,249,720,220,804,273,2022-09-28 14_34_21.514468-39939.jpg
153,294,247,246,339,266,599,245,718,228,800,268,2022-09-28 14_34_21.520828-39940.jpg
156,297,249,251,336,270,603,247,714,224,797,261,2022-09-28 14_34_21.527794-39941.jpg
146,301,251,250,325,267,611,238,713,217,803,271,2022-09-28 14_34_21.533188-39942.jpg
153,303,260,240,357,267,606,240,711,220,806,271,2022-09-28 14_34_21.539530-39943.jpg
159,289,250,250,338,262,613,245,717,219,792,252,2022-09-28 14_34_21.546115-39944.jpg
164,299,248,247,344,266,613,240,709,223,800,262,2022-09-28 14_34_21.551998-39945.jpg
166,301,256,246,343,270,622,247,717,217,802,257,2022-09-28 14_34_21.559685-39946.jpg
156,299,248,250,348,268,611,238,712,216,807,259,2022-09-28 14_34_21.565788-39947.jpg
147,306,255,244,346,258,616,243,712,225,803,263,2022-09-28 14_34_21.571448-39948.jpg
159,302,253,246,347,270,614,247,711,221,800,257,2022-09-28 14_34_21.577933-39949.jpg
163,303,250,236,334,268,626,244,721,213,807,262,2022-09-28 14_34_21.583003-39950.jpg
161,290,254,250,338,258,621,243,714,219,800,257,2022-09-28 14_34_21.589650-39951.jpg
158,291,255,240,333,258,614,246,709,216,797,263,2022-09-28 14_34_21.596280-39952.jpg
160,301,254,235,347,268,627,244,715,218,806,259,2022-09-28 14_34_21.601894-39953.jpg
149,291,256,237,327,258,613,242,711,214,809,261,2022-09-28 14_34_21.609059-39954.jpg
149,296,260,241,344,257,611,242,713,217,797,261,2022-09-28 14_34_21.614510-39955.jpg
153,304,252,247,329,262,612,243,717,222,810,262,2022-09-28 14_34_21.620569-39956.jpg
161,288,251,250,340,258,610,244,723,217,812,267,2022-09-28 14_34_21.627387-39957.jpg
151,299,251,240,353,261,625,235,714,220,800,265,2022-09-28 14_34_21.633174-39958.jpg
158,288,253,245,333,255,607,237,715,219,807,271,2022-09-28 14_34_21.639481-39959.jpg
157,295,251,240,345,257,609,249,712,219,807,266,2022-09-28 14_34_21.645959-39960.jpg
150,305,253,236,348,266,597,241,716,212,799,255,2022-09-28 14_34_21.651952-39961.jpg
157,294,256,240,333,255,631,231,710,215,805,261,2022-09-28 14_34_21.658850-39962.jpg
157,295,250,241,335,258,613,245,712,211,800,259,2022-09-28 14_34_21.664389-39963.jpg
154,300,252,252,341,262,601,238,720,216,803,260,2022-09-28 14_34_21.681837-39964.jpg
151,296,255,246,332,259,599,240,716,214,802,259,2022-09-28 14_34_21.687494-39965.jpg
157,288,250,246,331,255,607,235,713,218,795,263,2022-09-28 14_34_21.695059-39966.jpg
155,290,257,244,342,265,619,238,719,215,810,265,2022-09-28 14_34_21.699822-39967.jpg
156,298,258,248,344,258,619,237,712,220,811,263,2022-09-28 14_34_21.704182-39968.jpg
155,298,249,239,346,261,613,234,710,208,805,255,2022-09-28 14_34_21.710050-39969.jpg
155,292,252,245,350,254,627,243,716,218,818,266,2022-09-28 14_34_21.714254-39970.jpg
159,305,252,243,350,257,623,235,713,217,814,262,2022-09-28 14_34_21.717095-39971.jpg
156,291,252,243,348,256,603,240,712,213,811,270,2022-09-28 14_34_21.720540-39972.jpg
159,302,254,244,354,256,618,230,713,215,805,260,2022-09-28 14_34_21.727140-39973.jpg
163,296,254,247,336,262,622,231,727,211,807,267,2022-09-28 14_34_21.733501-39974.jpg
145,302,253,247,344,263,608,243,715,214,805,263,2022-09-28 14_34_21.742902-39975.jpg
160,295,250,235,346,257,609,235,717,216,805,271,2022-09-28 14_34_21.748531-39976.jpg
152,290,248,238,348,260,609,247,709,219,804,262,2022-09-28 14_34_21.753579-39977.jpg
159,297,255,247,345,262,626,239,713,218,809,259,2022-09-28 14_34_21.760175-39978.jpg
154,303,254,244,345,260,605,244,708,210,805,269,2022-09-28 14_34_21.764615-39979.jpg
152,295,247,240,342,259,636,236,718,214,809,273,2022-09-28 14_34_21.770773-39980.jpg
162,298,259,249,349,261,615,239,714,220,814,267,2022-09-28 14_34_21.777540-39981.jpg
166,295,263,248,348,258,597,249,709,223,806,261,2022-09-28 14_34_21.783178-39982.jpg
161,299,253,245,345,254,620,237,716,217,805,265,2022-09-28 14_34_21.789542-39983.jpg
164,301,260,243,348,266,609,249,714,229,801,269,2022-09-28 14_34_21.796327-39984.jpg
160,297,255,238,345,266,600,246,708,226,808,272,2022-09-28 14_34_21.802205-39985.jpg
164,295,260,251,345,265,620,243,715,215,804,266,2022-09-28 14_34_21.809795-39986.jpg
158,298,245,253,336,265,634,249,709,220,812,277,2022-09-28 14_34_21.814423-39987.jpg
159,306,258,239,340,265,618,241,714,222,809,273,2022-09-28 14_34_21.820937-39988.jpg
161,294,257,251,340,268,628,248,712,222,811,272,2022-09-28 14_34_21.827334-39989.jpg
151,295,253,254,331,266,623,243,723,223,806,274,2022-09-28 14_34_21.833387-39990.jpg
161,294,261,246,349,270,607,246,714,213,799,273,2022-09-28 14_34_21.839538-39991.jpg
162,290,262,247,351,264,611,247,720,214,802,267,2022-09-28 14_34_21.845886-39992.jpg
170,300,259,244,338,267,603,243,716,224,816,284,2022-09-28 14_34_21.852153-39993.jpg
163,303,252,260,333,270,619,252,727,230,813,277,2022-09-28 14_34_21.858935-39994.jpg
152,314,256,246,339,276,612,251,711,219,810,277,2022-09-28 14_34_21.864338-39995.jpg
158,314,251,258,340,268,598,246,716,217,812,287,2022-09-28 14_34_21.870874-39996.jpg
156,303,258,243,356,274,594,248,707,221,810,284,2022-09-28 14_34_21.877460-39997.jpg
152,312,245,250,336,276,625,250,719,226,825,273,2022-09-28 14_34_21.883311-39998.jpg
145,290,256,253,347,270,617,237,719,220,808,270,2022-09-28 14_34_21.889599-39999.jpg
160,309,240,285,333,256,613,251,713,234,809,269,2022-09-28 14_34_21.896125-40000.jpg
165,300,237,279,335,268,610,244,711,242,800,270,2022-09-28 14_34_21.902345-40001.jpg
168,307,242,283,342,265,602,247,720,249,788,273,2022-09-28 14_34_21.908997-40002.jpg
175,301,254,284,328,265,594,246,692,245,791,271,2022-09-28 14_34_21.917789-40003.jpg
173,298,258,284,331,261,601,247,705,253,782,270,2022-09-28 14_34_21.927634-40004.jpg
169,296,250,276,341,262,598,237,718,251,798,279,2022-09-28 14_34_21.933483-40005.jpg
157,313,237,281,323,266,608,248,721,263,804,281,2022-09-28 14_34_21.938477-40006.jpg
149,300,246,276,345,264,595,248,729,245,803,280,2022-09-28 14_34_21.944193-40007.jpg
148,305,236,283,348,266,609,253,729,248,807,287,2022-09-28 14_34_21.947933-40008.jpg
146,306,231,281,341,260,600,241,714,246,802,281,2022-09-28 14_34_21.951938-40009.jpg
148,309,236,279,337,274,592,243,716,251,795,278,2022-09-28 14_34_21.958456-40010.jpg
146,300,232,279,336,266,608,246,737,248,805,285,2022-09-28 14_34_21.964423-40011.jpg
145,317,233,275,341,253,608,248,723,247,789,281,2022-09-28 14_34_21.970768-40012.jpg
148,306,221,272,334,260,625,248,742,242,815,269,2022-09-28 14_34_21.977723-40013.jpg
152,302,236,265,339,261,590,233,720,237,805,266,2022-09-28 14_34_21.983546-40014.jpg
156,306,230,268,323,264,618,241,723,239,801,286,2022-09-28 14_34_21.991869-40015.jpg
148,311,240,259,318,263,613,245,715,236,813,300,2022-09-28 14_34_21.997685-40016.jpg
153,306,235,262,328,273,598,244,714,230,811,274,2022-09-28 14_34_22.002893-40017.jpg
147,300,239,261,321,266,605,242,710,231,795,266,2022-09-28 14_34_22.009789-40018.jpg
159,307,240,264,317,255,593,242,711,235,798,265,2022-09-28 14_34_22.015670-40019.jpg
157,298,247,261,329,262,597,240,720,231,803,267,2022-09-28 14_34_22.021128-40020.jpg
158,298,250,260,333,266,585,252,724,225,795,273,2022-09-28 14_34_22.028022-40021.jpg
162,292,252,257,318,251,596,239,710,235,792,263,2022-09-28 14_34_22.034222-40022.jpg
166,295,248,253,320,260,603,245,719,230,803,276,2022-09-28 14_34_22.040550-40023.jpg
153,317,232,251,322,262,586,249,726,221,805,275,2022-09-28 14_34_22.052673-40024.jpg
168,286,263,247,321,264,607,239,710,224,813,268,2022-09-28 14_34_22.064203-40025.jpg
162,300,249,254,325,265,607,244,714,229,806,277,2022-09-28 14_34_22.070695-40026.jpg
168,294,245,255,328,268,598,243,719,219,799,267,2022-09-28 14_34_22.079286-40027.jpg
160,293,253,247,332,263,605,244,706,223,808,283,2022-09-28 14_34_22.086650-40028.jpg
151,306,253,246,322,263,588,249,710,224,799,276,2022-09-28 14_34_22.092687-40029.jpg
156,304,252,248,331,264,610,247,716,221,809,266,2022-09-28 14_34_22.100214-40030.jpg
159,302,259,240,346,263,603,253,700,220,801,261,2022-09-28 14_34_22.106480-40031.jpg
155,295,257,249,356,267,620,233,723,220,813,258,2022-09-28 14_34_22.114116-40032.jpg
156,300,252,241,328,255,601,233,705,219,808,281,2022-09-28 14_34_22.120861-40033.jpg
155,287,237,249,340,257,628,247,706,230,787,271,2022-09-28 14_34_22.128178-40034.jpg
137,307,243,245,333,268,602,241,715,225,796,269,2022-09-28 14_34_22.133380-40035.jpg
154,293,262,249,343,266,610,250,720,215,804,260,2022-09-28 14_34_22.137777-40036.jpg
156,293,265,241,333,264,612,255,716,222,810,274,2022-09-28 14_34_22.144202-40037.jpg
150,304,253,242,330,266,609,245,721,218,805,274,2022-09-28 14_34_22.150145-40038.jpg
155,300,251,247,338,272,598,239,722,225,801,264,2022-09-28 14_34_22.155213-40039.jpg
152,295,256,257,340,257,613,254,718,237,786,262,2022-09-28 14_34_22.161984-40040.jpg
157,299,256,252,342,271,613,236,714,220,796,261,2022-09-28 14_34_22.167966-40041.jpg
152,296,252,243,324,262,627,240,725,230,810,269,2022-09-28 14_34_22.172062-40042.jpg
144,306,258,251,336,271,616,244,707,223,798,259,2022-09-28 14_34_22.179383-40043.jpg
163,292,251,244,333,268,608,237,712,220,796,264,2022-09-28 14_34_22.186062-40044.jpg
153,296,256,244,333,268,613,247,716,222,810,268,2022-09-28 14_34_22.194102-40045.jpg
151,306,250,241,336,260,590,246,722,213,813,267,2022-09-28 14_34_22.200380-40046.jpg
149,297,252,244,340,264,615,246,717,214,806,262,2022-09-28 14_34_22.206854-40047.jpg
153,303,245,236,327,267,602,244,721,215,813,273,2022-09-28 14_34_22.215488-40048.jpg
156,305,255,247,332,265,592,244,713,212,799,270,2022-09-28 14_34_22.223335-40049.jpg
159,296,258,238,343,262,590,244,711,215,818,272,2022-09-28 14_34_22.231288-40050.jpg
149,314,256,250,340,264,612,245,715,217,814,274,2022-09-28 14_34_22.237772-40051.jpg
147,298,250,242,338,266,608,243,709,211,809,267,2022-09-28 14_34_22.246178-40052.jpg
148,304,255,243,344,269,595,239,705,212,818,273,2022-09-28 14_34_22.253510-40053.jpg
156,296,249,239,358,262,596,236,709,213,816,277,2022-09-28 14_34_22.261187-40054.jpg
144,304,249,238,333,262,608,244,722,215,805,262,2022-09-28 14_34_22.268230-40055.jpg
155,299,259,241,342,268,621,240,716,211,804,272,2022-09-28 14_34_22.275408-40056.jpg
153,301,258,241,337,259,612,242,716,213,816,276,2022-09-28 14_34_22.283064-40057.jpg
149,293,249,238,332,257,620,231,728,209,807,265,2022-09-28 14_34_22.289372-40058.jpg
155,291,257,242,335,258,588,242,713,208,810,274,2022-09-28 14_34_22.296002-40059.jpg
143,302,247,241,330,264,615,243,721,218,810,257,2022-09-28 14_34_22.302804-40060.jpg
159,292,252,234,328,260,606,238,715,217,812,274,2022-09-28 14_34_22.307767-40061.jpg
155,300,249,243,335,264,609,231,714,219,803,264,2022-09-28 14_34_22.316102-40062.jpg
149,308,255,248,328,261,628,239,717,207,806,258,2022-09-28 14_34_22.322281-40063.jpg
154,295,254,244,339,259,621,236,720,218,801,257,2022-09-28 14_34_22.329049-40064.jpg
157,297,254,249,338,256,614,244,711,209,802,258,2022-09-28 14_34_22.335188-40065.jpg
158,294,257,245,336,258,609,237,714,215,798,258,2022-09-28 14_34_22.339831-40066.jpg
163,293,259,248,327,259,608,235,711,209,811,269,2022-09-28 14_34_22.347249-40067.jpg
162,290,255,244,351,269,608,243,706,214,799,260,2022-09-28 14_34_22.353082-40068.jpg
165,299,252,243,343,261,637,255,718,211,808,255,2022-09-28 14_34_22.361265-40069.jpg
156,295,257,242,338,261,608,241,712,208,812,265,2022-09-28 14_34_22.370614-40070.jpg
155,301,253,237,351,259,611,235,714,208,812,266,2022-09-28 14_34_22.379461-40071.jpg
161,287,254,233,348,258,611,245,712,222,805,261,2022-09-28 14_34_22.388215-40072.jpg
157,282,258,240,348,266,605,241,717,218,804,262,2022-09-28 14_34_22.395258-40073.jpg
159,302,255,255,326,257,595,243,714,217,803,270,2022-09-28 14_34_22.402025-40074.jpg
154,301,258,243,336,251,612,242,714,231,813,271,2022-09-28 14_34_22.408474-40075.jpg
150,308,261,242,359,261,629,238,720,214,816,259,2022-09-28 14_34_22.415925-40076.jpg
155,292,256,241,350,260,604,233,713,210,810,270,2022-09-28 14_34_22.422140-40077.jpg
159,294,250,244,346,259,610,245,719,209,804,256,2022-09-28 14_34_22.428554-40078.jpg
165,290,262,247,335,255,617,241,734,220,798,255,2022-09-28 14_34_22.433729-40079.jpg
165,286,249,243,351,263,602,244,724,205,807,260,2022-09-28 14_34_22.440052-40080.jpg
155,294,257,248,331,264,610,230,711,220,809,265,2022-09-28 14_34_22.447478-40081.jpg
160,302,255,235,331,260,615,256,723,219,823,273,2022-09-28 14_34_22.453944-40082.jpg
166,284,263,249,352,262,622,242,716,216,805,264,2022-09-28 14_34_22.461192-40083.jpg
159,293,263,250,348,265,605,242,716,217,805,271,2022-09-28 14_34_22.467064-40084.jpg
166,295,256,239,353,263,614,251,717,221,812,269,2022-09-28 14_34_22.473590-40085.jpg
159,295,253,241,349,264,605,246,720,218,806,268,2022-09-28 14_34_22.481606-40086.jpg
163,298,252,242,337,263,610,239,709,213,810,254,2022-09-28 14_34_22.488106-40087.jpg
165,290,260,249,344,272,614,233,735,211,812,267,2022-09-28 14_34_22.496755-40088.jpg
147,304,253,247,348,265,630,236,725,207,824,273,2022-09-28 14_34_22.503971-40089.jpg
150,305,257,243,345,263,607,245,716,217,815,277,2022-09-28 14_34_22.511603-40090.jpg
156,299,251,244,341,258,602,246,713,214,803,277,2022-09-28 14_34_22.518842-40091.jpg
153,310,261,242,350,258,608,243,716,206,804,266,2022-09-28 14_34_22.525848-40092.jpg
152,292,257,244,351,265,599,249,714,214,818,280,2022-09-28 14_34_22.533122-40093.jpg
154,309,251,244,326,267,635,247,719,217,810,274,2022-09-28 14_34_22.538743-40094.jpg
163,297,255,251,373,280,614,241,715,221,812,271,2022-09-28 14_34_22.546015-40095.jpg
152,302,261,243,342,270,601,241,716,219,804,273,2022-09-28 14_34_22.553005-40096.jpg
147,309,259,242,344,271,600,252,718,226,813,282,2022-09-28 14_34_22.561305-40097.jpg
163,305,237,249,337,272,606,248,711,223,804,270,2022-09-28 14_34_22.570309-40098.jpg
157,300,255,246,334,266,610,255,720,220,811,268,2022-09-28 14_34_22.576720-40099.jpg
